,,"June 2, 2025 - June 6, 2025","dynamic","june 2, 2025 - june 6, 2025"
,,"June 9, 2025 - June 13, 2025","dynamic","june 9, 2025 - june 13, 2025"
,,"June 16, 2025 - June 20, 2025","dynamic","june 16, 2025 - june 20, 2025"
,,"June 23, 2025 - June 27, 2025","dynamic","june 23, 2025 - june 27, 2025"
,,"June 30, 2025 - July 4, 2025","dynamic","june 30, 2025 - july 4, 2025"
,,"July 7, 2025 - July 11, 2025","dynamic","july 7, 2025 - july 11, 2025"
,,"July 14, 2025 - July 18, 2025","dynamic","july 14, 2025 - july 18, 2025"
,,"July 21, 2025 - July 25, 2025","dynamic","july 21, 2025 - july 25, 2025"
,,"July 28, 2025 - August 1, 2025","dynamic","july 28, 2025 - august 1, 2025"
,,"August 4, 2025 - August 8, 2025","dynamic","august 4, 2025 - august 8, 2025"
,,"August 11, 2025 - August 15, 2025","dynamic","august 11, 2025 - august 15, 2025"
,,"August 18, 2025 - August 22, 2025","dynamic","august 18, 2025 - august 22, 2025"
,,"August 25, 2025 - August 29, 2025","dynamic","august 25, 2025 - august 29, 2025"
,,"September 1, 2025 - September 5, 2025","dynamic","september 1, 2025 - september 5, 2025"
,,"September 8, 2025 - September 12, 2025","dynamic","september 8, 2025 - september 12, 2025"
,,"September 15, 2025 - September 19, 2025","dynamic","september 15, 2025 - september 19, 2025"
,,"September 22, 2025 - September 26, 2025","dynamic","september 22, 2025 - september 26, 2025"
,,"September 29, 2025 - October 3, 2025","dynamic","september 29, 2025 - october 3, 2025"
,,"October 6, 2025 - October 10, 2025","dynamic","october 6, 2025 - october 10, 2025"
,,"October 13, 2025 - October 17, 2025","dynamic","october 13, 2025 - october 17, 2025"
,,"October 20, 2025 - October 24, 2025","dynamic","october 20, 2025 - october 24, 2025"
,,"October 27, 2025 - October 31, 2025","dynamic","october 27, 2025 - october 31, 2025"
,,"November 3, 2025 - November 7, 2025","dynamic","november 3, 2025 - november 7, 2025"
,,"November 10, 2025 - November 14, 2025","dynamic","november 10, 2025 - november 14, 2025"
,,"November 17, 2025 - November 21, 2025","dynamic","november 17, 2025 - november 21, 2025"
,,"November 24, 2025 - November 28, 2025","dynamic","november 24, 2025 - november 28, 2025"
,,"December 1, 2025 - December 5, 2025","dynamic","december 1, 2025 - december 5, 2025"
,,"December 8, 2025 - December 12, 2025","dynamic","december 8, 2025 - december 12, 2025"
,,"December 15, 2025 - December 19, 2025","dynamic","december 15, 2025 - december 19, 2025"
,,"December 22, 2025 - December 26, 2025","dynamic","december 22, 2025 - december 26, 2025"
,,"December 29, 2025 - December 31, 2025","dynamic","december 29, 2025 - december 31, 2025"
,"Columns"
,,"91 Matakokiri Drive, Tauriko, Tauranga 3110",,"91 matakokiri drive, tauriko, tauranga 3110"
,,"3/30 Albert Street, Cambridge, 3434",,"3/30 albert street, cambridge, 3434"
,,"1/8 Puriri Street, Hilltop, Taupo, 3330",,"1/8 puriri street, hilltop, taupo, 3330"

